Time_second,binance_btcUsdt_buying_price0,binance_btcUsdt_buying_price1,binance_btcUsdt_buying_price2,binance_btcUsdt_buying_price3,binance_btcUsdt_buying_price4,binance_btcUsdt_buying_price5,binance_btcUsdt_buying_price6,binance_btcUsdt_buying_price7,binance_btcUsdt_buying_price8,binance_btcUsdt_buying_price9,binance_btcUsdt_buying_count0,binance_btcUsdt_buying_count1,binance_btcUsdt_buying_count2,binance_btcUsdt_buying_count3,binance_btcUsdt_buying_count4,binance_btcUsdt_buying_count5,binance_btcUsdt_buying_count6,binance_btcUsdt_buying_count7,binance_btcUsdt_buying_count8,binance_btcUsdt_buying_count9,binance_btcUsdt_selling_price0,binance_btcUsdt_selling_price1,binance_btcUsdt_selling_price2,binance_btcUsdt_selling_price3,binance_btcUsdt_selling_price4,binance_btcUsdt_selling_price5,binance_btcUsdt_selling_price6,binance_btcUsdt_selling_price7,binance_btcUsdt_selling_price8,binance_btcUsdt_selling_price9,binance_btcUsdt_selling_count0,binance_btcUsdt_selling_count1,binance_btcUsdt_selling_count2,binance_btcUsdt_selling_count3,binance_btcUsdt_selling_count4,binance_btcUsdt_selling_count5,binance_btcUsdt_selling_count6,binance_btcUsdt_selling_count7,binance_btcUsdt_selling_count8,binance_btcUsdt_selling_count9,binance_btcUsdt_open,binance_btcUsdt_close,binance_btcUsdt_min,binance_btcUsdt_max,kucoin_btcUsdt_open,kucoin_btcUsdt_close,kucoin_btcUsdt_min,kucoin_btcUsdt_max,greedAndFear index
1672776890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672776889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672776888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672776887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672776886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672776885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672776884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672776883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672776882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672776881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672776880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
